rho,alpha,rep,method,accuracy,macro_f1,auc,signal_recovery_rate,copy_dilution,root_feature
0.95,0.2,0,ACP-Gini,0.7666666666666667,0.7665006226650062,0.8258357041251778,0.4,0.4632518628704707,0
0.95,0.4,0,ACP-Gini,0.7666666666666667,0.7665006226650062,0.8209459459459459,0.4,0.4624679129600896,0
0.95,0.6,0,ACP-Gini,0.76,0.76,0.8280583214793741,0.4,0.4096167745692874,0
0.95,0.8,0,ACP-Gini,0.77,0.7692590652205415,0.8397048364153628,0.4,0.3586827098066403,0
0.95,1.0,0,ACP-Gini,0.74,0.7397107897664071,0.8254800853485065,0.4,0.30291379014930386,0
0.95,0.0,1,CART,0.78,0.7747030176141277,0.8472471305595408,0.6,0.4500104374489666,0
0.95,0.0,1,RRF-style,0.7733333333333333,0.771043771043771,0.8173645982783356,0.4,0.43813049614253174,0
0.95,0.0,1,ACP-Gini,0.78,0.7747030176141277,0.8472471305595408,0.6,0.4500104374489666,0
0.95,0.2,1,ACP-Gini,0.7533333333333333,0.7493111703328967,0.7943194045911047,0.6,0.3895331103038537,0
0.95,0.4,1,ACP-Gini,0.7433333333333333,0.7389210999220154,0.7820794476327115,0.6,0.4122206614770466,0
0.95,0.6,1,ACP-Gini,0.7233333333333334,0.7224420639609412,0.8002600430416069,0.4,0.43298006716999227,0
0.95,0.8,1,ACP-Gini,0.7033333333333334,0.7027752112299763,0.7820794476327115,0.4,0.3914543853131453,0
0.95,1.0,1,ACP-Gini,0.6833333333333333,0.6814610320662562,0.760334469153515,0.4,0.33654834069234013,0
0.95,0.0,2,CART,0.7666666666666667,0.7664071190211346,0.8542157429219077,0.4,0.6756089105353661,7
0.95,0.0,2,RRF-style,0.7433333333333333,0.7426900584795322,0.836992755233566,0.4,0.6610957468487233,7
0.95,0.0,2,ACP-Gini,0.7666666666666667,0.7664071190211346,0.8542157429219077,0.4,0.6756089105353661,7
0.95,0.2,2,ACP-Gini,0.7633333333333333,0.761934034491623,0.8156362505000223,0.2,0.852136904982518,7
0.95,0.4,2,ACP-Gini,0.7633333333333333,0.7623802139693661,0.8170585359349305,0.2,0.780716729512082,7
0.95,0.6,2,ACP-Gini,0.75,0.7487689679429204,0.8137695008667052,0.2,0.8279895469620498,7
0.95,0.8,2,ACP-Gini,0.7366666666666667,0.7365232181965737,0.7997688786168273,0.0,0.7987873033079459,7
0.95,1.0,2,ACP-Gini,0.7366666666666667,0.7365232181965737,0.789723987732788,0.0,0.8221041534053612,7
0.95,0.0,3,CART,0.82,0.8197997775305895,0.8558975271304039,0.6,0.3548686692847913,0
0.95,0.0,3,RRF-style,0.84,0.8391349032575182,0.886252446183953,0.6,0.2418667599102629,0
0.95,0.0,3,ACP-Gini,0.82,0.8197997775305895,0.8558975271304039,0.6,0.3548686692847913,0
0.95,0.2,3,ACP-Gini,0.81,0.8096425510124567,0.8098870307774418,0.6,0.384039149215422,0
0.95,0.4,3,ACP-Gini,0.82,0.8196071444479087,0.8146459704678883,0.6,0.35425270039318957,0
0.95,0.6,3,ACP-Gini,0.8233333333333334,0.8230009684852668,0.8200053371286249,0.6,0.3579671827335087,0
0.95,0.8,3,ACP-Gini,0.7933333333333333,0.7927438045997504,0.8121997865148549,0.6,0.28760979136413256,0
0.95,1.0,3,ACP-Gini,0.7933333333333333,0.7927438045997504,0.8130225938445117,0.6,0.2819665699025589,0
0.95,0.0,4,CART,0.79,0.7894736842105263,0.8519407763105242,0.6,0.3933359102994776,0
0.95,0.0,4,RRF-style,0.7933333333333333,0.793296586059744,0.8619447779111644,0.4,0.4709213401467365,0
0.95,0.0,4,ACP-Gini,0.79,0.7894736842105263,0.8519407763105242,0.6,0.3933359102994776,0
0.95,0.2,4,ACP-Gini,0.7833333333333333,0.783138157675241,0.8452269796807612,0.6,0.38962745816597155,0
0.95,0.4,4,ACP-Gini,0.7633333333333333,0.7628880898576216,0.8303765950824774,0.8,0.31584110071204796,0
0.95,0.6,4,ACP-Gini,0.7866666666666666,0.7857142857142858,0.8531190253879329,0.6,0.3838390839401521,0
0.95,0.8,4,ACP-Gini,0.7533333333333333,0.7530589543937709,0.8252412075941488,0.6,0.3504746271242124,0
0.95,1.0,4,ACP-Gini,0.7533333333333333,0.7530589543937709,0.8252412075941488,0.6,0.3504746271242124,0
0.95,0.0,5,CART,0.7766666666666666,0.7766443310997766,0.8169674608819347,0.6,0.3068814023568242,0
0.95,0.0,5,RRF-style,0.76,0.7597330367074526,0.8331703413940257,0.6,0.2723004410698116,0
0.95,0.0,5,ACP-Gini,0.7766666666666666,0.7766443310997766,0.8169674608819347,0.6,0.3068814023568242,0
0.95,0.2,5,ACP-Gini,0.7666666666666667,0.7665006226650062,0.8120332503556189,0.6,0.3474462871523776,0
0.95,0.4,5,ACP-Gini,0.7666666666666667,0.7665006226650062,0.8080103129445235,0.6,0.3438346583221305,0
0.95,0.6,5,ACP-Gini,0.7566666666666667,0.756599055293137,0.7937633357041252,0.4,0.43423187320803075,0
0.95,0.8,5,ACP-Gini,0.69,0.6899689968996899,0.7332192389758179,0.4,0.49157301611994286,0
0.95,1.0,5,ACP-Gini,0.6633333333333333,0.6616755434964661,0.700657894736842,0.4,0.42631607942490973,0
0.95,0.0,6,CART,0.8333333333333334,0.8328579069352826,0.891181445868946,0.8,0.20918024762335224,0
0.95,0.0,6,RRF-style,0.8533333333333334,0.853307254623044,0.902221331908832,0.8,0.15733733757644053,0
0.95,0.0,6,ACP-Gini,0.8333333333333334,0.8328579069352826,0.891181445868946,0.8,0.20918024762335224,0
0.95,0.2,6,ACP-Gini,0.84,0.8395435906578712,0.8971910612535613,0.8,0.2305338517572969,0
0.95,0.4,6,ACP-Gini,0.8166666666666667,0.8163217597488618,0.8852163461538463,0.8,0.19766913078592982,0
0.95,0.6,6,ACP-Gini,0.8066666666666666,0.8064516129032258,0.8514289529914529,0.8,0.18890627745620192,0
0.95,0.8,6,ACP-Gini,0.8,0.7997775305895439,0.8432603276353277,0.8,0.16584478531237573,0
0.95,1.0,6,ACP-Gini,0.8033333333333333,0.8030685699662881,0.8490696225071226,0.8,0.1562642325575888,0
0.95,0.0,7,CART,0.8033333333333333,0.8028404344193818,0.8551268945286457,0.6,0.38756659152392886,0
0.95,0.0,7,RRF-style,0.7966666666666666,0.7966101694915255,0.8315702920129784,0.2,0.5320094826917455,0
0.95,0.0,7,ACP-Gini,0.8033333333333333,0.8028404344193818,0.8551268945286457,0.6,0.38756659152392886,0
0.95,0.2,7,ACP-Gini,0.8133333333333334,0.8131256952169077,0.855038001688964,0.4,0.4674783245179821,0
0.95,0.4,7,ACP-Gini,0.8166666666666667,0.8164198533584041,0.8438375038890618,0.6,0.44934277657425187,0
0.95,0.6,7,ACP-Gini,0.7966666666666666,0.7966644073823043,0.8344148628827948,0.6,0.40215618418476273,0
0.95,0.8,7,ACP-Gini,0.7866666666666666,0.7857142857142858,0.8108804835770479,0.6,0.33803843048138427,0
0.95,1.0,7,ACP-Gini,0.7866666666666666,0.7857142857142858,0.8092804124627762,0.6,0.331785158450585,0
0.95,0.0,8,CART,0.8033333333333333,0.8032786885245902,0.8655239873727268,0.4,0.7167573457808497,5
0.95,0.0,8,RRF-style,0.8,0.7998576765700054,0.8524298608332221,0.6,0.5211812331549035,5
0.95,0.0,8,ACP-Gini,0.8033333333333333,0.8032786885245902,0.8655239873727268,0.4,0.7167573457808497,5
0.95,0.2,8,ACP-Gini,0.7766666666666666,0.7766046123923311,0.8562980747854697,0.4,0.7413307783808448,5
0.95,0.4,8,ACP-Gini,0.7866666666666666,0.7866571847637673,0.8640122715752968,0.2,0.7601059072535524,5
0.95,0.6,8,ACP-Gini,0.7866666666666666,0.7865812991863412,0.8598105909030279,0.2,0.7476780980952242,5
0.95,0.8,8,ACP-Gini,0.7366666666666667,0.7360066833751044,0.8136365657374061,0.2,0.6950654728700429,5
0.95,1.0,8,ACP-Gini,0.7133333333333334,0.7128739316239316,0.8058334444889068,0.2,0.6792845108401288,5
0.95,0.0,9,CART,0.7966666666666666,0.7966463312997967,0.8433708164807325,0.2,0.5031320180280136,0
0.95,0.0,9,RRF-style,0.81,0.8098964992051227,0.8671274278856838,0.4,0.41349680567410535,0
0.95,0.0,9,ACP-Gini,0.7966666666666666,0.7966463312997967,0.8433708164807325,0.2,0.5031320180280136,0
0.95,0.2,9,ACP-Gini,0.78,0.779990221787635,0.8394373083248144,0.2,0.5272808454719783,0
0.95,0.4,9,ACP-Gini,0.77,0.7699769976997699,0.8157029201297836,0.2,0.5350768181464758,0
0.95,0.6,9,ACP-Gini,0.7766666666666666,0.7766046123923311,0.8207031423618827,0.2,0.507382496812906,0
0.95,0.8,9,ACP-Gini,0.75,0.7499972221913577,0.800857815902929,0.2,0.5036358278545227,0
0.95,1.0,9,ACP-Gini,0.7533333333333333,0.753234627184207,0.8030579136850526,0.2,0.47940621139607176,0
0.99,0.0,0,CART,0.7966666666666666,0.7958477894666385,0.8777115931721194,0.6,0.6627940241425648,7
0.99,0.0,0,RRF-style,0.78,0.7799608819345661,0.8667540896159318,0.0,0.9611132865276644,7
0.99,0.0,0,ACP-Gini,0.7966666666666666,0.7958477894666385,0.8777115931721194,0.6,0.6627940241425648,7
0.99,0.2,0,ACP-Gini,0.7866666666666666,0.7863247863247863,0.8590860597439546,0.2,0.7648192499129722,7
0.99,0.4,0,ACP-Gini,0.7933333333333333,0.79288227695871,0.8715771692745375,0.2,0.7640477611439933,7
0.99,0.6,0,ACP-Gini,0.7666666666666667,0.7665006226650062,0.8583970483641536,0.2,0.784016899855253,7
0.99,0.8,0,ACP-Gini,0.7566666666666667,0.7566639629329215,0.840771692745377,0.2,0.6736619868966242,7
0.99,1.0,0,ACP-Gini,0.75,0.7499972221913577,0.8369043385490754,0.2,0.6558322663357129,7
0.99,0.0,1,CART,0.8,0.7947454844006567,0.8546897417503587,0.4,0.44958207111231374,0
0.99,0.0,1,RRF-style,0.7866666666666666,0.7819767441860466,0.8734980272596843,0.2,0.5163803215862466,0
0.99,0.0,1,ACP-Gini,0.8,0.7947454844006567,0.8546897417503587,0.4,0.44958207111231374,0
0.99,0.2,1,ACP-Gini,0.77,0.7642127325124444,0.8238432568149211,0.2,0.5002311164785359,0
0.99,0.4,1,ACP-Gini,0.7733333333333333,0.7688018495852034,0.8183285509325682,0.2,0.48753368729439284,0
0.99,0.6,1,ACP-Gini,0.7933333333333333,0.7899634129816162,0.7899255738880918,0.2,0.48487755888604805,0
0.99,0.8,1,ACP-Gini,0.7433333333333333,0.7368750783109885,0.7647731348637016,0.2,0.3980455949135569,0
0.99,1.0,1,ACP-Gini,0.74,0.7331691297208538,0.7647731348637016,0.2,0.39829009813458616,0
0.99,0.0,2,CART,0.81,0.8095238095238095,0.8479487977243433,0.2,0.8240945534822366,6
0.99,0.0,2,RRF-style,0.8266666666666667,0.8265433196940046,0.8761944975332236,0.4,0.7531316170441215,6
0.99,0.0,2,ACP-Gini,0.81,0.8095238095238095,0.8479487977243433,0.2,0.8240945534822366,6
0.99,0.2,2,ACP-Gini,0.81,0.8095238095238095,0.8453709053735722,0.2,0.8101773523613159,6
0.99,0.4,2,ACP-Gini,0.79,0.7899976666407404,0.8375927819014177,0.2,0.8534535303995784,6
0.99,0.6,2,ACP-Gini,0.7933333333333333,0.7932506335867681,0.8299479976887861,0.2,0.8253951263274026,6
0.99,0.8,2,ACP-Gini,0.7766666666666666,0.7755669446956754,0.8129472420996489,0.2,0.7976906660031385,6
0.99,1.0,2,ACP-Gini,0.7766666666666666,0.7755669446956754,0.8129472420996489,0.2,0.7976906660031385,6
0.99,0.0,3,CART,0.7833333333333333,0.7833309258991767,0.8615904643301904,0.4,0.7531680193079429,6
0.99,0.0,3,RRF-style,0.7733333333333333,0.7713414634146342,0.8322362568937911,0.2,0.8464512879197376,6
0.99,0.0,3,ACP-Gini,0.7833333333333333,0.7833309258991767,0.8615904643301904,0.4,0.7531680193079429,6
0.99,0.2,3,ACP-Gini,0.8066666666666666,0.806658073692164,0.8630136986301369,0.4,0.7710880727745854,6
0.99,0.4,3,ACP-Gini,0.78,0.78,0.8378180039138944,0.4,0.7693760150136529,6
0.99,0.6,3,ACP-Gini,0.7733333333333333,0.7732426303854876,0.8132449742038783,0.4,0.7709396303555565,6
0.99,0.8,3,ACP-Gini,0.7466666666666667,0.746384872080089,0.7956324497420388,0.4,0.7280358010803486,6
0.99,1.0,3,ACP-Gini,0.7466666666666667,0.746384872080089,0.7924968866749689,0.4,0.7255278934982509,6
0.99,0.0,4,CART,0.8266666666666667,0.8261722232126939,0.8607442977190876,0.0,0.8354614741692516,6
0.99,0.0,4,RRF-style,0.8066666666666666,0.8065893023876217,0.8479391756702681,0.0,0.9333535687219863,6
0.99,0.0,4,ACP-Gini,0.8266666666666667,0.8261722232126939,0.8607442977190876,0.0,0.8354614741692516,6
0.99,0.2,4,ACP-Gini,0.8366666666666667,0.8365195342474894,0.8641678893779734,0.0,0.9333354761313444,6
0.99,0.4,4,ACP-Gini,0.81,0.8096425510124567,0.8496732026143792,0.0,0.9234014519036573,6
0.99,0.6,4,ACP-Gini,0.8166666666666667,0.8162071846282373,0.8619447779111644,0.0,0.9025803635949515,6
0.99,0.8,4,ACP-Gini,0.7733333333333333,0.7726867534319843,0.8390467298030324,0.0,0.8735891363139903,6
0.99,1.0,4,ACP-Gini,0.7533333333333333,0.7511657101865137,0.8159041394335512,0.0,0.8818668794972289,6
0.99,0.0,5,CART,0.7966666666666666,0.7965559026581139,0.8332370199146515,0.6,0.6446113199871336,5
0.99,0.0,5,RRF-style,0.7766666666666666,0.7766641851576128,0.8389935988620199,0.6,0.42753321601414906,5
0.99,0.0,5,ACP-Gini,0.7966666666666666,0.7965559026581139,0.8332370199146515,0.6,0.6446113199871336,5
0.99,0.2,5,ACP-Gini,0.7666666666666667,0.7666562958353704,0.7865176031294453,0.6,0.6677613912889424,5
0.99,0.4,5,ACP-Gini,0.7466666666666667,0.7466216216216216,0.7773159672830725,0.6,0.645858027469872,5
0.99,0.6,5,ACP-Gini,0.75,0.7499305362600722,0.7982752489331437,0.4,0.6462331693957367,5
0.99,0.8,5,ACP-Gini,0.7166666666666667,0.7165879410947485,0.7556454480796586,0.4,0.6575966977215199,5
0.99,1.0,5,ACP-Gini,0.6933333333333334,0.6929922135706341,0.7374644381223329,0.4,0.6064086855065073,5
0.99,0.0,6,CART,0.7866666666666666,0.7860581208771618,0.8508279914529915,0.6,0.3851824634695432,0
0.99,0.0,6,RRF-style,0.8466666666666667,0.8466598515489577,0.8951655982905982,0.6,0.306310987453842,0
0.99,0.0,6,ACP-Gini,0.7866666666666666,0.7860581208771618,0.8508279914529915,0.6,0.3851824634695432,0
0.99,0.2,6,ACP-Gini,0.77,0.769792813532179,0.839164886039886,0.6,0.3440187277330153,0
0.99,0.4,6,ACP-Gini,0.7733333333333333,0.7732426303854876,0.829616274928775,0.4,0.3088314756399851,0
0.99,0.6,6,ACP-Gini,0.7766666666666666,0.7766046123923311,0.8216702279202279,0.4,0.3021320110513164,0
0.99,0.8,6,ACP-Gini,0.7666666666666667,0.7664071190211346,0.8084935897435898,0.4,0.2539032429358445,0
0.99,1.0,6,ACP-Gini,0.7733333333333333,0.773172033446006,0.8103855056980057,0.4,0.24280474551117875,0
0.99,0.0,7,CART,0.8066666666666666,0.806658073692164,0.8492377438997288,0.2,0.7123031900353705,5
0.99,0.0,7,RRF-style,0.8033333333333333,0.8033311481238681,0.8584603760167118,0.4,0.8686720352263001,5
0.99,0.0,7,ACP-Gini,0.8066666666666666,0.806658073692164,0.8492377438997288,0.2,0.7123031900353705,5
0.99,0.2,7,ACP-Gini,0.7833333333333333,0.783138157675241,0.8258811502733454,0.4,0.713073965325855,5
0.99,0.4,7,ACP-Gini,0.81,0.8098964992051227,0.837392773012134,0.2,0.780194912490426,5
0.99,0.6,7,ACP-Gini,0.7866666666666666,0.7858958918774255,0.8145917596337615,0.2,0.7448757698987795,5
0.99,0.8,7,ACP-Gini,0.7566666666666667,0.7540403643347298,0.8054135739366195,0.2,0.7392714220110994,5
0.99,1.0,7,ACP-Gini,0.75,0.7479584635547938,0.8029467976354506,0.2,0.7302834070523079,5
0.99,0.0,8,CART,0.7966666666666666,0.7964835018183032,0.8510737628384687,0.0,0.8623896858057081,5
0.99,0.0,8,RRF-style,0.82,0.8193496587715776,0.8696812058156596,0.2,0.8958654973294176,5
0.99,0.0,8,ACP-Gini,0.7966666666666666,0.7964835018183032,0.8510737628384687,0.0,0.8623896858057081,5
0.99,0.2,8,ACP-Gini,0.78,0.7799119647859143,0.8076341647770218,0.0,0.9237004898287406,5
0.99,0.4,8,ACP-Gini,0.7766666666666666,0.7766641851576128,0.7920723845093592,0.0,0.9020674267291011,5
0.99,0.6,8,ACP-Gini,0.7633333333333333,0.7632675743262017,0.7943621893201724,0.0,0.8982185283210202,5
0.99,0.8,8,ACP-Gini,0.7566666666666667,0.756599055293137,0.8044773464941533,0.0,0.9053067595431583,5
0.99,1.0,8,ACP-Gini,0.74,0.7399537695590328,0.7941621092881597,0.0,0.8969163762288616,5
0.99,0.0,9,CART,0.82,0.8199679943100995,0.8729721320947598,0.4,0.4133762835152486,0
0.99,0.0,9,RRF-style,0.8266666666666667,0.8266589626205609,0.8841948531045823,0.4,0.3942930867952756,0
0.99,0.0,9,ACP-Gini,0.82,0.8199679943100995,0.8729721320947598,0.4,0.4133762835152486,0
0.99,0.2,9,ACP-Gini,0.79,0.78997899789979,0.8608160362682784,0.6,0.4332965155754964,0
0.99,0.4,9,ACP-Gini,0.7966666666666666,0.7966101694915255,0.8645939819547535,0.4,0.4969264776357525,0
0.99,0.6,9,ACP-Gini,0.7933333333333333,0.7932506335867681,0.8687052757900351,0.4,0.49199584352706166,0
0.99,0.8,9,ACP-Gini,0.76,0.7598292118840064,0.8396817636339393,0.4,0.4063458709475798,0
0.99,1.0,9,ACP-Gini,0.7566666666666667,0.7564474693891169,0.8333037023867729,0.4,0.3976456190883605,0
