rho,alpha,rep,method,accuracy,macro_f1,auc,signal_recovery_rate,copy_dilution,root_feature,n_nodes,depth
0.9,0.2,8,ACP-Gini,0.8,0.7992773986350863,0.8366235383042107,0.6,0.37848465955591937,0,67,6
0.9,0.4,8,ACP-Gini,0.7966666666666666,0.7958477894666385,0.8323107020586012,0.6,0.37714859282876967,0,67,6
0.9,0.6,8,ACP-Gini,0.7866666666666666,0.7865148550080057,0.8581877195322574,0.6,0.32877392962801205,0,67,6
0.9,0.8,8,ACP-Gini,0.7866666666666666,0.7865148550080057,0.8565648481614869,0.6,0.32457673384224406,0,67,6
0.9,1.0,8,ACP-Gini,0.7866666666666666,0.7865148550080057,0.8565648481614869,0.6,0.32457673384224406,0,67,6
0.9,0.0,9,CART,0.8166666666666667,0.8166483314998166,0.8936841637406108,0.4,0.3493958164726168,0,81,6
0.9,0.0,9,RRF-style,0.83,0.8299073940256362,0.8765278456820303,0.4,0.3567792068797016,0,81,6
0.9,0.0,9,ACP-Gini,0.8166666666666667,0.8166483314998166,0.8936841637406108,0.4,0.3493958164726168,0,81,6
0.9,0.2,9,ACP-Gini,0.82,0.8199919996444287,0.8858171474287746,0.4,0.3382798112361119,0,79,6
0.9,0.4,9,ACP-Gini,0.8133333333333334,0.8133333333333334,0.8879727987910574,0.4,0.33045267126613614,0,79,6
0.9,0.6,9,ACP-Gini,0.8066666666666666,0.806658073692164,0.8813280590248456,0.4,0.2929549839647122,0,81,6
0.9,0.8,9,ACP-Gini,0.8066666666666666,0.806658073692164,0.8815947375438908,0.4,0.29021903164414214,0,81,6
0.9,1.0,9,ACP-Gini,0.8066666666666666,0.806658073692164,0.8815947375438908,0.4,0.29021903164414214,0,81,6
0.95,0.0,0,CART,0.77,0.7695672985940265,0.8441722972972973,0.4,0.4594889738158176,0,59,6
0.95,0.0,0,RRF-style,0.77,0.7681217864704104,0.8332814722617354,0.4,0.44581557269927347,0,69,6
0.95,0.0,0,ACP-Gini,0.77,0.7695672985940265,0.8441722972972973,0.4,0.4594889738158176,0,59,6
0.95,0.2,0,ACP-Gini,0.8066666666666666,0.8065893023876217,0.8722884068278806,0.4,0.32312542810388356,0,63,6
0.95,0.4,0,ACP-Gini,0.82,0.82,0.8813789118065434,0.6,0.3091584238948677,0,61,6
0.95,0.6,0,ACP-Gini,0.82,0.82,0.8813789118065434,0.6,0.3091584238948677,0,61,6
0.95,0.8,0,ACP-Gini,0.82,0.82,0.8795119132290186,0.6,0.3090895191336767,0,61,6
0.95,1.0,0,ACP-Gini,0.82,0.82,0.8795119132290186,0.6,0.3090895191336767,0,61,6
0.95,0.0,1,CART,0.78,0.7747030176141277,0.8472471305595408,0.6,0.4500104374489666,0,77,6
0.95,0.0,1,RRF-style,0.7733333333333333,0.771043771043771,0.8173645982783356,0.4,0.43813049614253174,0,71,6
0.95,0.0,1,ACP-Gini,0.78,0.7747030176141277,0.8472471305595408,0.6,0.4500104374489666,0,77,6
0.95,0.2,1,ACP-Gini,0.7566666666666667,0.7515626595274019,0.8001479555236728,0.4,0.4020442798258579,0,73,6
0.95,0.4,1,ACP-Gini,0.7766666666666666,0.7732170459545757,0.8136881276901005,0.4,0.3284837700464177,0,77,6
0.95,0.6,1,ACP-Gini,0.79,0.7851662404092072,0.8423376972740315,0.4,0.3305986369193462,0,79,6
0.95,0.8,1,ACP-Gini,0.79,0.7851662404092072,0.8435706599713056,0.4,0.33158921993127505,0,79,6
0.95,1.0,1,ACP-Gini,0.79,0.7851662404092072,0.8435706599713056,0.4,0.33158921993127505,0,79,6
0.95,0.0,2,CART,0.7666666666666667,0.7664071190211346,0.8542157429219077,0.4,0.6756089105353661,7,77,6
0.95,0.0,2,RRF-style,0.7433333333333333,0.7426900584795322,0.836992755233566,0.4,0.6610957468487233,7,81,6
0.95,0.0,2,ACP-Gini,0.7666666666666667,0.7664071190211346,0.8542157429219077,0.4,0.6756089105353661,7,77,6
0.95,0.2,2,ACP-Gini,0.7766666666666666,0.7765450078376005,0.8356593626383395,0.2,0.80537154767441,7,67,6
0.95,0.4,2,ACP-Gini,0.7666666666666667,0.7665006226650062,0.8290812925018889,0.2,0.8161834644604045,7,65,6
0.95,0.6,2,ACP-Gini,0.7566666666666667,0.7566423308997566,0.8217920796479844,0.2,0.8679643399320236,7,71,6
0.95,0.8,2,ACP-Gini,0.77,0.7696903614859978,0.823036579403529,0.2,0.8961756161105722,7,71,6
0.95,1.0,2,ACP-Gini,0.7766666666666666,0.7766046123923311,0.8233477043424152,0.0,0.8947379325688671,7,71,6
0.95,0.0,3,CART,0.82,0.8197997775305895,0.8558975271304039,0.6,0.3548686692847913,0,69,6
0.95,0.0,3,RRF-style,0.84,0.8391349032575182,0.886252446183953,0.6,0.2418667599102629,0,79,6
0.95,0.0,3,ACP-Gini,0.82,0.8197997775305895,0.8558975271304039,0.6,0.3548686692847913,0,69,6
0.95,0.2,3,ACP-Gini,0.81,0.8097442116623461,0.849025974025974,0.6,0.29213746319327133,0,69,6
0.95,0.4,3,ACP-Gini,0.7966666666666666,0.7956654272602419,0.8514721579790073,0.6,0.2665535332836066,0,69,6
0.95,0.6,3,ACP-Gini,0.7966666666666666,0.7956654272602419,0.8477806440135207,0.6,0.2604820456903898,0,69,6
0.95,0.8,3,ACP-Gini,0.7966666666666666,0.7956654272602419,0.8477806440135207,0.6,0.2604820456903898,0,69,6
0.95,1.0,3,ACP-Gini,0.7966666666666666,0.7956654272602419,0.8477806440135207,0.6,0.2604820456903898,0,69,6
0.95,0.0,4,CART,0.79,0.7894736842105263,0.8519407763105242,0.6,0.3933359102994776,0,67,6
0.95,0.0,4,RRF-style,0.7933333333333333,0.793296586059744,0.8619447779111644,0.4,0.4709213401467365,0,67,6
0.95,0.0,4,ACP-Gini,0.79,0.7894736842105263,0.8519407763105242,0.6,0.3933359102994776,0,67,6
0.95,0.2,4,ACP-Gini,0.7866666666666666,0.7850521696296628,0.8489840380596683,0.6,0.30957059146084104,0,73,6
0.95,0.4,4,ACP-Gini,0.7866666666666666,0.7855132043433576,0.8557200658040994,0.6,0.2597045291721673,0,71,6
0.95,0.6,4,ACP-Gini,0.78,0.7788104919790875,0.8571206260281891,0.4,0.35049469142999146,0,71,6
0.95,0.8,4,ACP-Gini,0.78,0.7788104919790875,0.8571206260281891,0.4,0.35049469142999146,0,71,6
0.95,1.0,4,ACP-Gini,0.78,0.7788104919790875,0.8571206260281891,0.4,0.35049469142999146,0,71,6
0.95,0.0,5,CART,0.7766666666666666,0.7766443310997766,0.8169674608819347,0.6,0.3068814023568242,0,67,6
0.95,0.0,5,RRF-style,0.76,0.7597330367074526,0.8331703413940257,0.6,0.2723004410698116,0,69,6
0.95,0.0,5,ACP-Gini,0.7766666666666666,0.7766443310997766,0.8169674608819347,0.6,0.3068814023568242,0,67,6
0.95,0.2,5,ACP-Gini,0.7666666666666667,0.7665732959850606,0.8225906827880511,0.6,0.26737837439719025,0,69,6
0.95,0.4,5,ACP-Gini,0.7666666666666667,0.7665006226650062,0.8225240042674252,0.6,0.2614633150407592,0,69,6
0.95,0.6,5,ACP-Gini,0.75,0.7499305362600722,0.781783428165007,0.4,0.43198238876456063,0,63,6
0.95,0.8,5,ACP-Gini,0.7333333333333333,0.7333214809547091,0.7751822546230441,0.4,0.43579715544928355,0,63,6
0.95,1.0,5,ACP-Gini,0.7333333333333333,0.7333214809547091,0.7751822546230441,0.4,0.43579715544928355,0,63,6
0.95,0.0,6,CART,0.8333333333333334,0.8328579069352826,0.891181445868946,0.8,0.20918024762335224,0,71,6
0.95,0.0,6,RRF-style,0.8533333333333334,0.853307254623044,0.902221331908832,0.8,0.15733733757644053,0,73,6
0.95,0.0,6,ACP-Gini,0.8333333333333334,0.8328579069352826,0.891181445868946,0.8,0.20918024762335224,0,71,6
0.95,0.2,6,ACP-Gini,0.8366666666666667,0.8360088800633653,0.8941194800569799,0.8,0.18759336131185553,0,71,6
0.95,0.4,6,ACP-Gini,0.8333333333333334,0.8328579069352826,0.8936298076923077,0.8,0.1243150604084863,0,69,6
0.95,0.6,6,ACP-Gini,0.8166666666666667,0.8165015180328963,0.8919382122507123,0.8,0.1110520139301353,0,69,6
0.95,0.8,6,ACP-Gini,0.8266666666666667,0.8266589626205609,0.8907362891737893,0.8,0.11640095055406163,0,73,6
0.95,1.0,6,ACP-Gini,0.8433333333333334,0.8431922063190205,0.8922498219373219,0.8,0.14231782302267235,0,69,6
0.95,0.0,7,CART,0.8033333333333333,0.8028404344193818,0.8551268945286457,0.6,0.38756659152392886,0,71,6
0.95,0.0,7,RRF-style,0.7966666666666666,0.7966101694915255,0.8315702920129784,0.2,0.5320094826917455,0,71,6
0.95,0.0,7,ACP-Gini,0.8033333333333333,0.8028404344193818,0.8551268945286457,0.6,0.38756659152392886,0,71,6
0.95,0.2,7,ACP-Gini,0.8,0.7996794871794872,0.8463931730299125,0.4,0.34060268734384763,0,71,6
0.95,0.4,7,ACP-Gini,0.81,0.8099472075576549,0.8575714476198942,0.6,0.2825414313034988,0,71,6
0.95,0.6,7,ACP-Gini,0.81,0.8099472075576549,0.8491488510600471,0.6,0.2795595856507312,0,71,6
0.95,0.8,7,ACP-Gini,0.81,0.8099472075576549,0.8491488510600471,0.6,0.2795595856507312,0,71,6
0.95,1.0,7,ACP-Gini,0.81,0.8099472075576549,0.8491488510600471,0.6,0.2795595856507312,0,71,6
0.95,0.0,8,CART,0.8033333333333333,0.8032786885245902,0.8655239873727268,0.4,0.7167573457808497,5,67,6
0.95,0.0,8,RRF-style,0.8,0.7998576765700054,0.8524298608332221,0.6,0.5211812331549035,5,67,6
0.95,0.0,8,ACP-Gini,0.8033333333333333,0.8032786885245902,0.8655239873727268,0.4,0.7167573457808497,5,67,6
0.95,0.2,8,ACP-Gini,0.7733333333333333,0.7732426303854876,0.8602552131963895,0.4,0.7024062405679958,5,67,6
0.95,0.4,8,ACP-Gini,0.7733333333333333,0.7732426303854876,0.8584544929082744,0.2,0.7445105526941905,5,67,6
0.95,0.6,8,ACP-Gini,0.7733333333333333,0.7732426303854876,0.8451380552220888,0.2,0.7440725187201941,5,67,6
0.95,0.8,8,ACP-Gini,0.7733333333333333,0.7732426303854876,0.8465830776755146,0.2,0.7433581937607574,5,67,6
0.95,1.0,8,ACP-Gini,0.7733333333333333,0.7732426303854876,0.8465830776755146,0.2,0.7433581937607574,5,67,6
0.95,0.0,9,CART,0.7966666666666666,0.7966463312997967,0.8433708164807325,0.2,0.5031320180280136,0,81,6
0.95,0.0,9,RRF-style,0.81,0.8098964992051227,0.8671274278856838,0.4,0.41349680567410535,0,79,6
0.95,0.0,9,ACP-Gini,0.7966666666666666,0.7966463312997967,0.8433708164807325,0.2,0.5031320180280136,0,81,6
0.95,0.2,9,ACP-Gini,0.79,0.7898856043846094,0.8423263256144718,0.2,0.4771023836474324,0,81,6
0.95,0.4,9,ACP-Gini,0.7866666666666666,0.7865812991863412,0.8187697230988044,0.2,0.4841925571436192,0,85,6
0.95,0.6,9,ACP-Gini,0.7733333333333333,0.7730812013348165,0.8200808924841105,0.2,0.5035450307162991,0,89,6
0.95,0.8,9,ACP-Gini,0.7733333333333333,0.7730812013348165,0.8310369349748878,0.2,0.4930632672942587,0,91,6
0.95,1.0,9,ACP-Gini,0.7733333333333333,0.7730812013348165,0.8310369349748878,0.2,0.4930632672942587,0,91,6
0.99,0.0,0,CART,0.7966666666666666,0.7958477894666385,0.8777115931721194,0.6,0.6627940241425648,7,59,6
0.99,0.0,0,RRF-style,0.78,0.7799608819345661,0.8667540896159318,0.0,0.9611132865276644,7,57,6
0.99,0.0,0,ACP-Gini,0.7966666666666666,0.7958477894666385,0.8777115931721194,0.6,0.6627940241425648,7,59,6
0.99,0.2,0,ACP-Gini,0.7933333333333333,0.7932506335867681,0.8743776671408251,0.2,0.7650080983263609,7,57,6
0.99,0.4,0,ACP-Gini,0.7933333333333333,0.7932506335867681,0.8778227240398293,0.2,0.7643881034027646,7,57,6
0.99,0.6,0,ACP-Gini,0.7966666666666666,0.7966644073823043,0.8863798008534849,0.2,0.7749775454414409,7,57,6
0.99,0.8,0,ACP-Gini,0.7966666666666666,0.7966644073823043,0.8863798008534849,0.2,0.7749775454414409,7,57,6
0.99,1.0,0,ACP-Gini,0.7966666666666666,0.7966644073823043,0.8863798008534849,0.2,0.7749775454414409,7,57,6
0.99,0.0,1,CART,0.8,0.7947454844006567,0.8546897417503587,0.4,0.44958207111231374,0,69,6
0.99,0.0,1,RRF-style,0.7866666666666666,0.7819767441860466,0.8734980272596843,0.2,0.5163803215862466,0,75,6
0.99,0.0,1,ACP-Gini,0.8,0.7947454844006567,0.8546897417503587,0.4,0.44958207111231374,0,69,6
0.99,0.2,1,ACP-Gini,0.7766666666666666,0.7705453258598842,0.8288647776183644,0.2,0.49875039348042177,0,71,6
0.99,0.4,1,ACP-Gini,0.7733333333333333,0.7678758363297074,0.8496458034433285,0.4,0.4195321011266223,0,75,6
0.99,0.6,1,ACP-Gini,0.7733333333333333,0.7678758363297074,0.8496458034433285,0.4,0.4195321011266223,0,75,6
0.99,0.8,1,ACP-Gini,0.8033333333333333,0.7995901221707673,0.8628721305595408,0.4,0.42654428620964085,0,77,6
0.99,1.0,1,ACP-Gini,0.8033333333333333,0.7995901221707673,0.8628721305595408,0.4,0.42654428620964085,0,77,6
0.99,0.0,2,CART,0.81,0.8095238095238095,0.8479487977243433,0.2,0.8240945534822366,6,67,6
0.99,0.0,2,RRF-style,0.8266666666666667,0.8265433196940046,0.8761944975332236,0.4,0.7531316170441215,6,65,6
0.99,0.0,2,ACP-Gini,0.81,0.8095238095238095,0.8479487977243433,0.2,0.8240945534822366,6,67,6
0.99,0.2,2,ACP-Gini,0.8133333333333334,0.8129259275756091,0.8511933863727277,0.0,0.8302655799533514,6,65,6
0.99,0.4,2,ACP-Gini,0.81,0.8099472075576549,0.8745055335792702,0.0,0.8634475482502127,6,65,6
0.99,0.6,2,ACP-Gini,0.81,0.8099472075576549,0.8745055335792702,0.0,0.8634475482502127,6,65,6
0.99,0.8,2,ACP-Gini,0.81,0.8099472075576549,0.8745055335792702,0.0,0.8634475482502127,6,65,6
0.99,1.0,2,ACP-Gini,0.81,0.8099472075576549,0.8745055335792702,0.0,0.8634475482502127,6,65,6
0.99,0.0,3,CART,0.7833333333333333,0.7833309258991767,0.8615904643301904,0.4,0.7531680193079429,6,75,6
0.99,0.0,3,RRF-style,0.7733333333333333,0.7713414634146342,0.8322362568937911,0.2,0.8464512879197376,6,79,6
0.99,0.0,3,ACP-Gini,0.7833333333333333,0.7833309258991767,0.8615904643301904,0.4,0.7531680193079429,6,75,6
0.99,0.2,3,ACP-Gini,0.8033333333333333,0.8033311481238681,0.8584104251912471,0.4,0.7910601739351237,6,81,6
0.99,0.4,3,ACP-Gini,0.79,0.7898856043846094,0.8477806440135206,0.4,0.7811141486200947,6,87,6
0.99,0.6,3,ACP-Gini,0.79,0.7898856043846094,0.8487813556306707,0.4,0.781024731999253,6,87,6
0.99,0.8,3,ACP-Gini,0.79,0.7898856043846094,0.8487813556306707,0.4,0.781024731999253,6,87,6
0.99,1.0,3,ACP-Gini,0.7733333333333333,0.7730812013348165,0.8285002668564312,0.4,0.7705054022819048,6,83,6
0.99,0.0,4,CART,0.8266666666666667,0.8261722232126939,0.8607442977190876,0.0,0.8354614741692516,6,77,6
0.99,0.0,4,RRF-style,0.8066666666666666,0.8065893023876217,0.8479391756702681,0.0,0.9333535687219863,6,71,6
0.99,0.0,4,ACP-Gini,0.8266666666666667,0.8261722232126939,0.8607442977190876,0.0,0.8354614741692516,6,77,6
0.99,0.2,4,ACP-Gini,0.8233333333333334,0.8230954950544621,0.8516740029345072,0.0,0.9627952897040521,6,77,6
0.99,0.4,4,ACP-Gini,0.7933333333333333,0.7931034482758621,0.8288204170557112,0.0,0.9799679766630045,6,79,6
0.99,0.6,4,ACP-Gini,0.7933333333333333,0.7930021367521367,0.8336890311680227,0.0,0.9795378546243839,6,79,6
0.99,0.8,4,ACP-Gini,0.7933333333333333,0.7930021367521367,0.8336890311680227,0.0,0.9795378546243839,6,79,6
0.99,1.0,4,ACP-Gini,0.7933333333333333,0.7930021367521367,0.8336890311680227,0.0,0.9795378546243839,6,79,6
0.99,0.0,5,CART,0.7966666666666666,0.7965559026581139,0.8332370199146515,0.6,0.6446113199871336,5,69,6
0.99,0.0,5,RRF-style,0.7766666666666666,0.7766641851576128,0.8389935988620199,0.6,0.42753321601414906,5,69,6
0.99,0.0,5,ACP-Gini,0.7966666666666666,0.7965559026581139,0.8332370199146515,0.6,0.6446113199871336,5,69,6
0.99,0.2,5,ACP-Gini,0.7766666666666666,0.7765450078376005,0.8070323613086771,0.4,0.6450746597303338,5,73,6
0.99,0.4,5,ACP-Gini,0.8033333333333333,0.8031561738898343,0.8284806187766713,0.4,0.675597947236653,5,75,6
0.99,0.6,5,ACP-Gini,0.81,0.8099472075576549,0.8475062233285917,0.4,0.6693475763030448,5,71,6
0.99,0.8,5,ACP-Gini,0.8,0.7999199679871949,0.8379045163584637,0.4,0.6494913038351191,5,69,6
0.99,1.0,5,ACP-Gini,0.8,0.7999199679871949,0.8379045163584637,0.4,0.6494913038351191,5,69,6
0.99,0.0,6,CART,0.7866666666666666,0.7860581208771618,0.8508279914529915,0.6,0.3851824634695432,0,77,6
0.99,0.0,6,RRF-style,0.8466666666666667,0.8466598515489577,0.8951655982905982,0.6,0.306310987453842,0,73,6
0.99,0.0,6,ACP-Gini,0.7866666666666666,0.7860581208771618,0.8508279914529915,0.6,0.3851824634695432,0,77,6
0.99,0.2,6,ACP-Gini,0.8033333333333333,0.8030685699662881,0.8631143162393162,0.6,0.28169110122789326,0,83,6
0.99,0.4,6,ACP-Gini,0.81,0.8098288459613652,0.8652733262108263,0.6,0.24597190901638977,0,83,6
0.99,0.6,6,ACP-Gini,0.81,0.8098288459613652,0.8652733262108263,0.6,0.24597190901638977,0,83,6
0.99,0.8,6,ACP-Gini,0.81,0.8098288459613652,0.8649394586894588,0.6,0.24402893396717332,0,83,6
0.99,1.0,6,ACP-Gini,0.8066666666666666,0.8065290873510051,0.8634036680911681,0.6,0.23940151356022765,0,83,6
0.99,0.0,7,CART,0.8066666666666666,0.806658073692164,0.8492377438997288,0.2,0.7123031900353705,5,71,6
0.99,0.0,7,RRF-style,0.8033333333333333,0.8033311481238681,0.8584603760167118,0.4,0.8686720352263001,5,71,6
0.99,0.0,7,ACP-Gini,0.8066666666666666,0.806658073692164,0.8492377438997288,0.2,0.7123031900353705,5,71,6
0.99,0.2,7,ACP-Gini,0.7733333333333333,0.7726867534319843,0.8380372460998267,0.2,0.7136448539331159,5,71,6
0.99,0.4,7,ACP-Gini,0.7733333333333333,0.7732930298719772,0.827725676696742,0.2,0.7261265877395101,5,77,6
0.99,0.6,7,ACP-Gini,0.7733333333333333,0.7732930298719772,0.827725676696742,0.2,0.7261265877395101,5,77,6
0.99,0.8,7,ACP-Gini,0.7733333333333333,0.7732930298719772,0.827725676696742,0.2,0.7261265877395102,5,77,6
0.99,1.0,7,ACP-Gini,0.7733333333333333,0.7732930298719772,0.827725676696742,0.2,0.7261265877395102,5,77,6
0.99,0.0,8,CART,0.7966666666666666,0.7964835018183032,0.8510737628384687,0.0,0.8623896858057081,5,69,6
0.99,0.0,8,RRF-style,0.82,0.8193496587715776,0.8696812058156596,0.2,0.8958654973294176,5,79,6
0.99,0.0,8,ACP-Gini,0.7966666666666666,0.7964835018183032,0.8510737628384687,0.0,0.8623896858057081,5,69,6
0.99,0.2,8,ACP-Gini,0.7833333333333333,0.7833116644997833,0.8458272197767995,0.0,0.947292793769156,5,69,6
0.99,0.4,8,ACP-Gini,0.78,0.7798434442270059,0.8356231381441466,0.0,0.9481051000725571,5,69,6
0.99,0.6,8,ACP-Gini,0.7866666666666666,0.7865148550080057,0.8432484104753012,0.0,0.9465886174185779,5,71,6
0.99,0.8,8,ACP-Gini,0.7866666666666666,0.7865148550080057,0.8405362144857942,0.0,0.9476223709748436,5,71,6
0.99,1.0,8,ACP-Gini,0.7966666666666666,0.79639292827023,0.8452714419100973,0.0,0.9374086760877417,5,73,6
0.99,0.0,9,CART,0.82,0.8199679943100995,0.8729721320947598,0.4,0.4133762835152486,0,79,6
0.99,0.0,9,RRF-style,0.8266666666666667,0.8266589626205609,0.8841948531045823,0.4,0.3942930867952756,0,79,6
0.99,0.0,9,ACP-Gini,0.82,0.8199679943100995,0.8729721320947598,0.4,0.4133762835152486,0,79,6
0.99,0.2,9,ACP-Gini,0.7833333333333333,0.783138157675241,0.8626827859015956,0.4,0.3846814464517126,0,81,6
0.99,0.4,9,ACP-Gini,0.7733333333333333,0.7730812013348165,0.8638828392372995,0.4,0.3571025947063928,0,81,6
0.99,0.6,9,ACP-Gini,0.7733333333333333,0.7730812013348165,0.8638828392372995,0.4,0.3563008965039249,0,83,6
0.99,0.8,9,ACP-Gini,0.7733333333333333,0.7730812013348165,0.8638828392372995,0.4,0.3563008965039249,0,83,6
0.99,1.0,9,ACP-Gini,0.7766666666666666,0.7764654856037101,0.8666162940575137,0.4,0.3678855138564018,0,83,6
